"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","MDV.GGXCNL.A","OBS_VALUE","Maldives","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Latest actual data: budget estimates. Valuation of debt: During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009.","2025","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Maldivian rufiyaa","","","","","","","","","","","-0.282","-0.275","-0.408","-0.527","-0.213","-0.311","-0.125","-0.112","-0.184","-0.270","-0.367","-0.390","-0.421","-0.464","-0.354","-1.163","-0.912","-0.755","-2.886","-5.383","-4.499","-3.294","-3.062","-1.766","-1.375","-4.135","-6.728","-2.239","-4.299","-5.763","-13.532","-11.453","-10.605","-13.415","-12.572","-3.476","-14.052","-12.145","-12.609","-13.066","-13.352","-11.427"
"IMF.RES:WEO(9.0.0)","KOR.TX_RPCH.A","OBS_VALUE","Korea, Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Methodology used to derive volumes: Weighted average of volume changes. Trade system: General trade. Excluded items in trade: In transit;Re-imports;Other (the following goods are excluded from trade statistics: Goods sold where duration of storage has expired according to the provision of Article 208 of Customs Act. Goods reserved to national treasury according to the provision of Article 126 of Customs Act. Goods destructed or scrapped according to the provision of Article 127 of Customs Act. Goods forfeited or additionally collected according to the provision of Article 128 of Customs Act. Goods lost, stolen, depreciated or destroyed in bonded area. Goods in bonded sales shop. Goods in transit through Korea. Goods returned prior to import clearance. Monetary gold and silver, negotiable securities, and monetary coins and paper money in current circulation. Goods of A.T.A Carnet. Goods consigned to diplomatic missions. Goods for improvement or repair. Goods temporarily imported or exported for international events, athletic meeting, exhibition, etc. Goods leased less than one year or goods on operational lease. Goods considered to be samples for sales promotions. Vessels constructed in bonded factory under the condition of acquiring Korean nationality. Goods considered not relating to merchandise trade). Valuation of exports: Free on board (FOB). Valuation of imports: Free on board (FOB).","2025","Central Bank","2010","","No","","","","","","","","Other","South Korean won","8.576","13.701","2.248","16.628","12.663","1.157","35.141","24.513","10.657","-3.699","5.146","12.264","12.141","10.109","19.533","24.026","9.447","18.516","14.703","12.181","17.042","-1.689","12.278","13.443","21.441","7.700","12.408","13.035","7.874","-0.576","13.071","15.556","6.036","3.983","2.111","-0.004","2.451","2.491","3.797","-0.167","-1.664","10.791","3.916","3.411","6.833","4.222","4.123","4.080","3.459","3.035","2.908","2.883"
"IMF.RES:WEO(9.0.0)","MYS.PPPEX.A","OBS_VALUE","Malaysia","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","1.377","1.271","1.228","1.236","1.266","1.206","1.080","1.112","1.113","1.119","1.119","1.139","1.140","1.158","1.178","1.196","1.218","1.239","1.329","1.311","1.398","1.346","1.367","1.385","1.429","1.456","1.469","1.500","1.624","1.517","1.556","1.607","1.593","1.569","1.580","1.564","1.575","1.606","1.583","1.563","1.523","1.515","1.503","1.423","1.399","1.355","1.355","1.355","1.362","1.367","1.370","1.372"
"IMF.RES:WEO(9.0.0)","LAO.GGXONLB.A","OBS_VALUE","Lao People's Democratic Republic","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Lao kip","","","","","","","","","","","","","","","","","","","","","-457.639","-566.859","-483.862","-808.578","-306.220","-563.700","-369.801","-280.693","-733.520","-1487.864","-633.123","-641.751","-1356.481","-2960.837","-2577.856","-5634.553","-5383.685","-6678.665","-5089.618","-3056.814","-6791.047","496.400","3350.375","2093.633","20400.218","20117.131","14607.348","18034.686","19224.862","20124.683","21908.925","23004.821"
"IMF.RES:WEO(9.0.0)","MAC.GGX_NGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Expenditure, General government, Percent of GDP","Annual","Units","Percent","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","General government composition: Central government, social security funds, and extra-budgetary funds. Valuation of debt: not applicable. Instruments included in gross and net debt: not applicable.","2024","Ministry of Finance or Treasury","","January/December","","Data through 2025 are based on preliminary information provided by Macao SAR authorities. Projections for 2026 are based on the official budget. Beyond 2026, no policy change is assumed.","Cash","","","Central Government; Social Security Funds","Face value","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","16.897","17.424","18.315","15.918","16.134","14.689","12.594","15.687","19.513","17.126","15.181","15.190","11.269","13.093","17.979","18.864","18.679","18.094","18.473","49.444","37.825","57.804","25.308","24.855","26.572","26.259","26.231","26.282","26.447","26.428","26.582"
"IMF.RES:WEO(9.0.0)","LAO.PPPEX.A","OBS_VALUE","Lao People's Democratic Republic","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021","Annual","Units","","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","10.333","9.363","14.747","25.206","32.727","47.001","64.880","82.999","119.421","190.003","246.560","270.233","288.755","300.110","316.516","370.904","414.471","485.942","460.821","984.904","1289.151","1419.573","1545.995","1714.725","1848.231","1939.958","2111.230","2191.200","2269.101","2215.136","2292.600","2414.473","2493.509","2610.515","2712.751","2750.925","2807.403","2808.075","2855.975","2902.381","2953.514","3031.697","3328.536","3996.441","4537.994","4765.426","5062.021","5360.683","5692.311","6035.544","6418.547","6838.884"
"IMF.RES:WEO(9.0.0)","LAO.PPPPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","585.413","725.161","788.123","822.364","882.936","967.291","1006.065","992.833","978.169","1085.954","1158.168","1209.481","1285.995","1355.134","1457.541","1553.586","1652.031","1757.770","1819.543","1886.139","2018.544","2127.679","2272.293","2424.455","2631.976","2860.833","3162.515","3448.281","3731.267","3970.215","4276.504","4645.077","5028.408","5447.492","5883.419","6279.648","6682.186","7159.945","7511.151","7790.914","7756.007","8029.626","8733.367","9257.759","9762.071","10379.982","10963.611","11502.971","11955.230","12386.348","12842.937","13315.706"
"IMF.RES:WEO(9.0.0)","MAC.GGXONLB.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","General government composition: Central government, social security funds, and extra-budgetary funds. Valuation of debt: not applicable. Instruments included in gross and net debt: not applicable.","2024","Ministry of Finance or Treasury","","January/December","","Data through 2025 are based on preliminary information provided by Macao SAR authorities. Projections for 2026 are based on the official budget. Beyond 2026, no policy change is assumed.","Cash","","","Central Government; Social Security Funds","Face value","","","Macanese pataca","","","","","","","","","","","","","","","","","0.760","1.863","0.481","-0.284","0.805","1.798","1.577","3.175","6.658","8.100","11.593","24.267","29.477","23.037","43.855","72.887","82.755","111.112","105.947","49.701","41.132","53.677","59.369","64.192","-43.350","-31.961","-74.672","","","","","","","","",""
"IMF.RES:WEO(9.0.0)","MAC.GGXONLB_NGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","General government composition: Central government, social security funds, and extra-budgetary funds. Valuation of debt: not applicable. Instruments included in gross and net debt: not applicable.","2024","Ministry of Finance or Treasury","","January/December","","Data through 2025 are based on preliminary information provided by Macao SAR authorities. Projections for 2026 are based on the official budget. Beyond 2026, no policy change is assumed.","Cash","","","Central Government; Social Security Funds","Face value","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","3.263","2.662","4.799","7.798","8.315","9.741","16.377","17.479","13.364","19.404","24.669","23.979","26.974","24.148","13.850","11.441","13.297","13.353","14.455","-21.464","-13.032","-37.139","","","","","","","","",""
"IMF.RES:WEO(9.0.0)","MYS.GGXCNL_NGDP.A","OBS_VALUE","Malaysia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","0.149","1.602","1.805","3.440","5.449","3.103","3.270","4.840","-0.627","-3.003","-6.053","-4.361","-3.960","-4.597","-3.353","-2.833","-2.602","-2.571","-3.405","-5.880","-4.319","-3.568","-3.103","-3.478","-2.628","-2.546","-2.603","-2.412","-2.645","-2.008","-4.902","-6.032","-4.559","-4.113","-3.447","-3.537","-3.306","-3.019","-2.745","-2.740","-2.734","-2.722"
"IMF.RES:WEO(9.0.0)","LAO.GGX.A","OBS_VALUE","Lao People's Democratic Republic","Expenditure, General government, Domestic currency","Annual","Billions","Domestic currency","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Lao kip","","","","","","","","","","","","","","","","","","","","","2811.009","3141.890","3273.058","3793.444","3807.478","4980.115","5843.674","6896.654","8340.140","11014.451","13888.555","14528.621","20173.981","22753.161","26685.461","30230.129","27257.999","30675.589","31563.539","30366.402","30779.012","28386.709","32010.067","46157.517","53678.415","69101.841","82526.946","85485.471","95764.430","106251.405","118347.726","132570.784"
"IMF.RES:WEO(9.0.0)","MYS.GGXONLB_NGDP.A","OBS_VALUE","Malaysia","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","3.002","4.999","4.080","5.746","6.755","5.298","5.152","6.407","1.055","-1.456","-4.555","-2.924","-2.353","-4.499","-2.919","-1.440","-1.643","-1.873","-2.043","-4.892","-3.047","-1.985","-2.325","-2.140","-0.906","-0.933","-0.759","-0.616","-0.758","-0.038","-3.098","-3.992","-2.515","-2.226","-1.334","-1.549","-1.179","-0.799","-0.523","-0.519","-0.510","-0.496"
"IMF.RES:WEO(9.0.0)","MYS.GGX.A","OBS_VALUE","Malaysia","Expenditure, General government, Domestic currency","Annual","Billions","Domestic currency","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","39.001","40.314","46.295","46.161","49.537","54.754","61.876","64.928","71.303","80.722","99.496","108.379","113.290","128.022","133.642","139.711","159.865","180.421","217.105","230.643","221.643","250.477","280.792","286.992","291.279","290.801","285.652","302.499","330.088","356.628","355.194","378.669","442.306","456.019","464.212","474.046","490.845","512.677","539.594","572.408","607.432","643.987"
"IMF.RES:WEO(9.0.0)","MAC.GGR.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Revenue, General government, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","General government composition: Central government, social security funds, and extra-budgetary funds. Valuation of debt: not applicable. Instruments included in gross and net debt: not applicable.","2024","Ministry of Finance or Treasury","","January/December","","Data through 2025 are based on preliminary information provided by Macao SAR authorities. Projections for 2026 are based on the official budget. Beyond 2026, no policy change is assumed.","Cash","","","Central Government; Social Security Funds","Face value","","","Macanese pataca","","","","","","","","","","","","","","","","","9.134","10.665","9.692","10.656","9.764","11.110","11.895","15.289","20.249","23.817","29.075","42.930","55.931","56.673","82.564","117.742","135.176","157.533","163.392","114.218","108.948","129.083","139.815","146.227","56.511","60.802","41.549","100.904","126.680","129.904","132.651","140.675","149.547","158.583","166.024","173.807"
"IMF.RES:WEO(9.0.0)","MYS.GGXONLB.A","OBS_VALUE","Malaysia","Primary net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","3.835","7.357","6.695","10.777","14.381","12.837","14.236","19.663","3.253","-4.771","-17.680","-11.228","-9.819","-20.520","-15.071","-8.196","-10.269","-13.050","-16.473","-36.526","-25.387","-18.355","-22.905","-22.111","-10.169","-10.979","-9.485","-8.453","-10.969","-0.575","-43.940","-61.826","-45.141","-40.608","-25.786","-31.331","-25.692","-18.554","-12.959","-13.697","-14.318","-14.819"
"IMF.RES:WEO(9.0.0)","LAO.GGXWDG.A","OBS_VALUE","Lao People's Democratic Republic","Gross debt, General government, Domestic currency","Annual","Billions","Domestic currency","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Lao kip","","","","","","","","","","","","","","","","","","","","","","15792.244","18770.006","21320.980","22630.730","23778.666","23825.304","25530.635","26870.356","28393.317","30573.722","30946.798","37624.792","46458.210","57172.976","62204.556","70423.906","80476.632","92344.493","112736.569","126455.491","166665.101","251518.042","305442.429","322367.166","310553.267","326684.943","338043.044","347237.210","359405.199","373293.260","393796.778"
"IMF.RES:WEO(9.0.0)","MAC.NGDP.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","Domestic currency","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2025","National Statistics Office","2023","January/December","Yes, from 2023","","","","","","","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","55.112","59.219","66.146","85.382","97.416","119.015","148.181","168.639","172.377","226.016","295.461","345.110","411.919","438.737","358.849","359.497","403.684","444.603","444.079","201.964","245.242","201.061","367.905","397.560","418.039","435.340","452.603","473.378","495.549","518.641","542.955"
"IMF.RES:WEO(9.0.0)","MYS.GGR_NGDP.A","OBS_VALUE","Malaysia","Revenue, General government, Percent of GDP","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","General government composition: General government also includes statutory bodies with individual budgets.","2025","Ministry of Finance or Treasury","","January/December","","Fiscal projections are based on budget numbers, discussion with the authorities, and IMF staff estimates","Cash","","","Central Government; State Government; Local Government","Nominal value","Loans; Securities Other than Shares","","Malaysian ringgit","","","","","","","","","","","30.674","28.995","30.015","28.053","28.718","25.700","25.660","25.995","22.486","21.640","19.580","23.863","23.184","23.472","22.531","21.705","22.972","23.318","23.515","25.009","22.285","23.520","25.403","24.302","23.329","22.162","20.255","19.631","20.155","21.567","20.139","18.418","20.083","20.887","20.577","19.895","19.223","19.048","19.047","18.956","18.899","18.849"
"IMF.RES:WEO(9.0.0)","KOR.PPPPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Units","","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","2199.594","2545.929","2887.205","3354.484","3798.079","4187.799","4716.389","5402.889","6210.971","6848.918","7740.889","8785.620","9457.791","10254.474","11340.330","12578.100","13700.676","14674.224","14004.804","15740.690","17432.121","18524.335","20152.219","21072.419","22670.690","24348.952","26277.959","28422.675","29614.869","29887.594","32202.010","33817.494","35139.529","36746.215","38346.444","39623.062","41104.719","43155.911","45511.086","46511.218","47881.490","51880.379","57193.172","60201.551","62885.478","65404.674","68624.312","71731.722","74585.014","77526.271","80547.497","83696.104"
"IMF.RES:WEO(9.0.0)","MAC.PCPIEPCH.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","All Items, Consumer price index (CPI), End-of-period (EoP), percent change","Annual","Units","Percent","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Base year: the period of July 2023 to June 2024","2025","National Statistics Office","2023","","","","","No","","","","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","","-1.583","-1.337","2.789","5.618","4.578","7.128","6.153","0.745","3.926","6.800","5.823","5.734","5.581","3.731","1.443","2.047","2.939","2.563","-0.863","0.994","0.771","1.420","0.228","0.683","1.786","1.924","2.066","2.127","2.177","2.200"
"IMF.RES:WEO(9.0.0)","MYS.NGDP_D.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Price deflator, Index","Annual","Units","Index","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. Historical data source: From Department of Statistics Malaysia (DOS) downloaded via CEIC.","2025","National Statistics Office","2015","January/December","No","","","","","","","","","Malaysian ringgit","35.625","36.003","36.913","38.620","40.983","40.264","36.786","38.820","40.226","42.016","43.621","45.865","46.972","48.845","50.768","52.612","54.549","56.446","61.243","61.274","66.816","65.759","67.816","70.054","74.264","78.015","81.121","85.081","93.919","88.292","91.614","96.573","97.538","97.709","100.120","100.000","101.658","105.500","106.159","106.235","105.366","111.347","118.357","116.169","117.087","116.560","119.896","122.579","125.253","127.956","130.572","133.098"
"IMF.RES:WEO(9.0.0)","MDV.GGR_NGDP.A","OBS_VALUE","Maldives","Revenue, General government, Percent of GDP","Annual","Units","Percent","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Latest actual data: budget estimates. Valuation of debt: During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009.","2025","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Maldivian rufiyaa","","","","","","","","","","","20.561","27.480","23.489","20.842","25.834","25.662","25.264","23.761","23.652","24.995","25.153","25.683","25.609","22.929","21.809","30.978","30.522","31.654","25.644","19.057","19.613","23.130","22.862","23.504","26.666","27.273","27.412","27.336","26.718","26.376","26.656","26.446","30.827","33.504","32.285","33.563","30.915","30.945","31.203","31.190","31.177","31.164"
"IMF.RES:WEO(9.0.0)","LAO.GGXCNL_NGDP.A","OBS_VALUE","Lao People's Democratic Republic","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Lao kip","","","","","","","","","","","","","","","","","","","","","-3.576","-3.683","-2.850","-3.885","-1.811","-2.542","-1.482","-1.123","-1.858","-3.096","-1.469","-1.429","-2.344","-4.031","-3.132","-5.570","-5.060","-5.509","-4.465","-3.203","-5.367","-0.669","0.059","-0.012","2.356","1.640","0.359","1.785","1.716","1.684","1.762","1.677"
"IMF.RES:WEO(9.0.0)","LAO.PPPSH.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021","Annual","Units","Percent","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","0.014","0.016","0.017","0.017","0.017","0.018","0.019","0.018","0.017","0.018","0.018","0.018","0.018","0.018","0.019","0.020","0.021","0.021","0.021","0.022","0.022","0.022","0.023","0.024","0.024","0.025","0.026","0.026","0.028","0.030","0.031","0.032","0.033","0.035","0.036","0.038","0.039","0.040","0.040","0.040","0.040","0.038","0.037","0.038","0.038","0.038","0.039","0.039","0.039","0.039","0.039","0.039"
"IMF.RES:WEO(9.0.0)","MAC.NGDPRPPPPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","Annual","Units","","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","","2025","National Statistics Office","2023","January/December","Yes, from 2023","","","","","","","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","56859.589","61330.328","67526.036","82563.612","85245.664","91174.272","99591.568","100889.074","103537.519","127136.139","153238.703","160260.923","170087.444","159103.313","122451.745","121950.969","132364.019","137764.814","131962.013","59863.897","73299.569","60322.470","104064.143","111482.720","114883.220","116615.139","118982.863","121505.362","124355.302","127278.388","128994.990"
"IMF.RES:WEO(9.0.0)","LAO.GGR_NGDP.A","OBS_VALUE","Lao People's Democratic Republic","Revenue, General government, Percent of GDP","Annual","Units","Percent","9/15/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2001","","2024","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Lao kip","","","","","","","","","","","","","","","","","","","","","16.315","15.163","13.770","12.154","11.759","12.789","13.236","13.985","14.196","17.008","20.933","18.760","22.376","20.209","21.855","20.212","16.024","16.294","16.244","15.418","12.990","15.036","14.787","16.442","18.122","19.578","19.208","19.139","19.119","19.055","19.110","19.076"
"IMF.RES:WEO(9.0.0)","MYS.NID_NGDP.A","OBS_VALUE","Malaysia","Gross capital formation, Percent of GDP","Annual","Units","Percent","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","System of National Accounts (SNA) 2008","GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. Historical data source: From Department of Statistics Malaysia (DOS) downloaded via CEIC.","2025","National Statistics Office","2015","January/December","No","","","","","","","","","Malaysian ringgit","34.783","40.036","42.372","41.023","35.735","29.813","27.840","24.755","27.547","30.402","35.338","37.843","36.003","39.613","41.386","43.523","41.964","43.377","29.539","25.658","29.397","26.838","27.240","25.532","25.850","23.122","23.425","23.966","22.265","18.407","23.657","23.456","25.951","26.108","25.158","25.424","25.996","25.547","23.897","21.048","19.658","22.126","23.586","22.802","21.954","20.461","21.102","21.045","21.064","21.016","20.988","20.877"
"IMF.RES:WEO(9.0.0)","MDV.GGR.A","OBS_VALUE","Maldives","Revenue, General government, Domestic currency","Annual","Billions","Domestic currency","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 1986","Latest actual data: budget estimates. Valuation of debt: During the mission in Oct/Nov 2010, we found that the public guaranteed SOE debt for 2009 was only 20 percent of the figure previously reported. As a result, public debt to GDP ratio has declined significantly for 2009.","2025","Ministry of Finance or Treasury","","January/December","","","Cash","","","Central Government","Nominal value","","","Maldivian rufiyaa","","","","","","","","","","","0.454","0.739","0.759","0.791","1.144","1.407","1.568","1.825","1.930","2.225","2.373","2.523","2.715","3.088","3.425","4.613","6.154","7.570","7.457","5.721","6.498","9.370","10.138","11.901","15.164","17.306","18.578","20.259","22.223","23.232","15.222","21.354","29.299","34.133","35.085","39.645","38.732","41.360","44.305","46.987","49.816","52.986"
"IMF.RES:WEO(9.0.0)","MAC.PCPIE.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","All Items, Consumer price index (CPI), End-of-period (EoP)","Annual","Units","Index","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Base year: the period of July 2023 to June 2024","2025","National Statistics Office","2023","","","","","No","","","","","","Macanese pataca","","","","","","","","","","","","","","","","","","","","","","52.430","51.600","50.910","52.330","55.270","57.800","61.920","65.730","66.220","68.820","73.500","77.780","82.240","86.830","90.070","91.370","93.240","95.980","98.440","97.590","98.560","99.320","100.730","100.960","101.650","103.466","105.456","107.635","109.924","112.317","114.788"
"IMF.RES:WEO(9.0.0)","NPL.PPPGDP.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","","9/24/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","7.680","9.108","10.036","10.118","11.498","12.591","13.431","13.998","15.607","16.921","18.367","20.198","21.507","22.863","25.271","26.695","28.635","30.661","31.918","33.821","36.703","39.641","40.306","42.723","45.926","49.014","52.226","55.471","59.991","63.097","66.940","70.659","75.336","79.319","85.552","89.779","91.024","100.972","111.087","121.063","122.690","134.000","151.613","160.340","170.344","183.241","194.062","207.375","221.966","237.545","254.119","271.749"
