iso3,nace,exposure,year,dlp_hw,flag
FIN,F,control,2005,-0.1,
FIN,F,control,2006,-1.2,
FIN,F,control,2007,-1.6,
FIN,F,control,2008,-3.8,
FIN,F,control,2009,1.2,
FIN,F,control,2010,8.0,
FIN,F,control,2011,-1.0,
FIN,F,control,2012,-4.9,
FIN,F,control,2013,0.2,
FIN,F,control,2014,-1.9,
FIN,F,control,2015,-0.5,
FIN,F,control,2016,-0.2,
FIN,F,control,2017,3.9,
FIN,F,control,2018,-2.0,
FIN,F,control,2019,-2.4,
FIN,F,control,2020,1.1,
FIN,F,control,2021,-2.0,
FIN,F,control,2022,-0.3,
FIN,F,control,2023,-5.4,
FIN,F,control,2024,1.5,
FIN,F,control,2025,4.4,
FIN,G-I,control,2000,3.1,
FIN,G-I,control,2001,6.2,
FIN,G-I,control,2002,-0.8,
FIN,G-I,control,2003,1.8,
FIN,G-I,control,2004,3.9,
FIN,G-I,control,2005,2.7,
FIN,G-I,control,2006,-1.3,
FIN,G-I,control,2007,5.9,
FIN,G-I,control,2008,3.1,
FIN,G-I,control,2009,-7.8,
FIN,G-I,control,2010,5.5,
FIN,G-I,control,2011,5.5,
FIN,G-I,control,2012,1.6,
FIN,G-I,control,2013,-2.3,
FIN,G-I,control,2014,-1.9,
FIN,G-I,control,2015,-2.2,
FIN,G-I,control,2016,3.8,
FIN,G-I,control,2017,5.5,
FIN,G-I,control,2018,-2.2,
FIN,G-I,control,2019,0.2,
FIN,G-I,control,2020,0.4,
FIN,G-I,control,2021,0.2,
FIN,G-I,control,2022,-1.1,
FIN,G-I,control,2023,-4.7,
FIN,G-I,control,2024,-1.9,
FIN,G-I,control,2025,0.7,
FIN,J,exposed,2000,2.7,
FIN,J,exposed,2001,4.2,
FIN,J,exposed,2002,2.7,
FIN,J,exposed,2003,1.5,
FIN,J,exposed,2004,12.7,
FIN,J,exposed,2005,-1.4,
FIN,J,exposed,2006,1.3,
FIN,J,exposed,2007,12.4,
FIN,J,exposed,2008,-0.7,
FIN,J,exposed,2009,3.2,
FIN,J,exposed,2010,4.1,
FIN,J,exposed,2011,5.6,
FIN,J,exposed,2012,5.8,
FIN,J,exposed,2013,1.0,
FIN,J,exposed,2014,4.5,
FIN,J,exposed,2015,0.5,
FIN,J,exposed,2016,1.5,
FIN,J,exposed,2017,1.8,
FIN,J,exposed,2018,-1.3,
FIN,J,exposed,2019,2.4,
FIN,J,exposed,2020,3.2,
FIN,J,exposed,2021,6.5,
FIN,J,exposed,2022,-2.8,
FIN,J,exposed,2023,3.7,
FIN,J,exposed,2024,1.9,
FIN,J,exposed,2025,11.3,
FIN,K,exposed,2000,-3.3,
FIN,K,exposed,2001,0.7,
FIN,K,exposed,2002,-10.6,
FIN,K,exposed,2003,-5.4,
FIN,K,exposed,2004,7.8,
FIN,K,exposed,2005,6.7,
FIN,K,exposed,2006,0.9,
FIN,K,exposed,2007,4.7,
FIN,K,exposed,2008,-1.2,
FIN,K,exposed,2009,-2.5,
FIN,K,exposed,2010,2.7,
FIN,K,exposed,2011,-2.5,
FIN,K,exposed,2012,-1.2,
FIN,K,exposed,2013,-4.9,
FIN,K,exposed,2014,12.7,
FIN,K,exposed,2015,-1.9,
FIN,K,exposed,2016,4.1,
FIN,K,exposed,2017,10.5,
FIN,K,exposed,2018,0.5,
FIN,K,exposed,2019,-12.1,
FIN,K,exposed,2020,4.4,
FIN,K,exposed,2021,10.4,
FIN,K,exposed,2022,12.2,
FIN,K,exposed,2023,-0.3,
FIN,K,exposed,2024,-17.1,
FIN,K,exposed,2025,-2.2,
FIN,M,exposed,2000,3.2,
FIN,M,exposed,2001,1.6,
FIN,M,exposed,2002,-3.1,
FIN,M,exposed,2003,-5.7,
FIN,M,exposed,2004,-0.3,
FIN,M,exposed,2005,-3.1,
FIN,M,exposed,2006,-1.6,
FIN,M,exposed,2007,-2.5,
FIN,M,exposed,2008,-7.3,
FIN,M,exposed,2009,-3.5,
FIN,M,exposed,2010,0.4,
FIN,M,exposed,2011,1.3,
FIN,M,exposed,2012,1.9,
FIN,M,exposed,2013,-0.3,
FIN,M,exposed,2014,-2.5,
FIN,M,exposed,2015,-0.4,
FIN,M,exposed,2016,-1.8,
FIN,M,exposed,2017,3.2,
FIN,M,exposed,2018,1.2,
FIN,M,exposed,2019,1.5,
FIN,M,exposed,2020,-0.9,
FIN,M,exposed,2021,3.7,
FIN,M,exposed,2022,0.4,
FIN,M,exposed,2023,2.4,
FIN,M,exposed,2024,-0.7,
FIN,M,exposed,2025,0.6,
FRA,C,control,2000,6.2,
FRA,C,control,2001,2.4,
FRA,C,control,2002,2.9,
FRA,C,control,2003,4.2,
FRA,C,control,2004,4.2,
FRA,C,control,2005,3.9,
FRA,C,control,2006,5.7,
FRA,C,control,2007,2.5,
FRA,C,control,2008,-2.2,
FRA,C,control,2009,0.3,
FRA,C,control,2010,5.2,
FRA,C,control,2011,3.7,
FRA,C,control,2012,0.3,
FRA,C,control,2013,2.5,
FRA,C,control,2014,2.0,
FRA,C,control,2015,1.6,
FRA,C,control,2016,0.9,
FRA,C,control,2017,3.8,
FRA,C,control,2018,1.0,
FRA,C,control,2019,-0.9,
FRA,C,control,2020,-0.1,
FRA,C,control,2021,0.6,
FRA,C,control,2022,-5.7,
FRA,C,control,2023,5.4,
FRA,C,control,2024,3.2,p
FRA,C,control,2025,1.6,p
FRA,F,control,2000,3.4,
FRA,F,control,2001,3.5,
FRA,F,control,2002,-1.3,
FRA,F,control,2003,-0.6,
FRA,F,control,2004,-1.9,
FRA,F,control,2005,-1.3,
FRA,F,control,2006,0.4,
FRA,F,control,2007,-1.4,
FRA,F,control,2008,-3.0,
FRA,F,control,2009,-5.1,
FRA,F,control,2010,-1.6,
FRA,F,control,2011,-2.0,
FRA,F,control,2012,-4.3,
FRA,F,control,2013,2.8,
FRA,F,control,2014,-1.3,
FRA,F,control,2015,1.9,
FRA,F,control,2016,0.8,
FRA,F,control,2017,3.6,
FRA,F,control,2018,-2.3,
FRA,F,control,2019,-0.8,
FRA,F,control,2020,-3.3,
FRA,F,control,2021,-6.9,
FRA,F,control,2022,-5.9,
FRA,F,control,2023,4.4,
FRA,F,control,2024,0.0,p
FRA,F,control,2025,0.1,p
FRA,G-I,control,2000,3.1,
FRA,G-I,control,2001,1.1,
FRA,G-I,control,2002,0.6,
FRA,G-I,control,2003,-0.7,
FRA,G-I,control,2004,-0.3,
FRA,G-I,control,2005,1.2,
FRA,G-I,control,2006,2.9,
FRA,G-I,control,2007,0.4,
FRA,G-I,control,2008,-0.3,
FRA,G-I,control,2009,-3.4,
FRA,G-I,control,2010,1.8,
FRA,G-I,control,2011,2.2,
FRA,G-I,control,2012,-0.1,
FRA,G-I,control,2013,1.3,
FRA,G-I,control,2014,2.0,
FRA,G-I,control,2015,1.2,
FRA,G-I,control,2016,0.9,
FRA,G-I,control,2017,0.7,
FRA,G-I,control,2018,-2.3,
FRA,G-I,control,2019,0.6,
FRA,G-I,control,2020,-2.1,
FRA,G-I,control,2021,-2.4,
FRA,G-I,control,2022,1.5,
FRA,G-I,control,2023,-1.0,
FRA,G-I,control,2024,0.4,p
FRA,G-I,control,2025,1.7,p
FRA,J,exposed,2000,-1.2,
FRA,J,exposed,2001,3.5,
FRA,J,exposed,2002,11.0,
FRA,J,exposed,2003,6.0,
FRA,J,exposed,2004,5.3,
FRA,J,exposed,2005,2.7,
FRA,J,exposed,2006,7.4,
FRA,J,exposed,2007,1.0,
FRA,J,exposed,2008,-0.2,
FRA,J,exposed,2009,-3.1,
FRA,J,exposed,2010,1.7,
FRA,J,exposed,2011,4.9,
FRA,J,exposed,2012,2.1,
FRA,J,exposed,2013,-0.2,
FRA,J,exposed,2014,3.4,
FRA,J,exposed,2015,0.9,
FRA,J,exposed,2016,-0.8,
FRA,J,exposed,2017,6.1,
FRA,J,exposed,2018,-0.2,
FRA,J,exposed,2019,5.0,
FRA,J,exposed,2020,0.0,
FRA,J,exposed,2021,0.6,
FRA,J,exposed,2022,0.8,
FRA,J,exposed,2023,3.7,
FRA,J,exposed,2024,-0.1,p
FRA,J,exposed,2025,2.8,p
FRA,K,exposed,2000,9.9,
FRA,K,exposed,2001,-4.4,
FRA,K,exposed,2002,3.2,
FRA,K,exposed,2003,-0.2,
FRA,K,exposed,2004,3.6,
FRA,K,exposed,2005,0.0,
FRA,K,exposed,2006,-2.1,
FRA,K,exposed,2007,4.3,
FRA,K,exposed,2008,0.8,
FRA,K,exposed,2009,8.4,
FRA,K,exposed,2010,-0.4,
FRA,K,exposed,2011,4.9,
FRA,K,exposed,2012,0.6,
FRA,K,exposed,2013,1.2,
FRA,K,exposed,2014,1.3,
FRA,K,exposed,2015,-1.4,
FRA,K,exposed,2016,-0.9,
FRA,K,exposed,2017,1.0,
FRA,K,exposed,2018,5.1,
FRA,K,exposed,2019,1.2,
FRA,K,exposed,2020,1.3,
FRA,K,exposed,2021,5.4,
FRA,K,exposed,2022,1.2,
FRA,K,exposed,2023,-6.3,
FRA,K,exposed,2024,0.3,p
FRA,K,exposed,2025,0.7,p
FRA,M,exposed,2000,-2.4,
FRA,M,exposed,2001,-2.9,
FRA,M,exposed,2002,6.9,
FRA,M,exposed,2003,0.8,
FRA,M,exposed,2004,-0.8,
FRA,M,exposed,2005,1.4,
FRA,M,exposed,2006,3.2,
FRA,M,exposed,2007,-0.6,
FRA,M,exposed,2008,0.1,
FRA,M,exposed,2009,-4.1,
FRA,M,exposed,2010,3.9,
FRA,M,exposed,2011,-1.7,
FRA,M,exposed,2012,-0.5,
FRA,M,exposed,2013,0.6,
FRA,M,exposed,2014,-0.3,
FRA,M,exposed,2015,1.1,
FRA,M,exposed,2016,-0.9,
FRA,M,exposed,2017,2.6,
FRA,M,exposed,2018,0.5,
FRA,M,exposed,2019,-0.3,
FRA,M,exposed,2020,0.8,
FRA,M,exposed,2021,-1.7,
FRA,M,exposed,2022,-2.8,
FRA,M,exposed,2023,-1.9,p
FRA,M,exposed,2024,-0.6,p
GRC,C,control,2000,1.6,
GRC,C,control,2001,7.6,
GRC,C,control,2002,5.7,
GRC,C,control,2003,8.6,
GRC,C,control,2004,-0.4,
GRC,C,control,2005,-3.4,
GRC,C,control,2006,-0.7,
GRC,C,control,2007,1.1,
GRC,C,control,2008,-8.9,
GRC,C,control,2009,4.8,
GRC,C,control,2010,1.2,
GRC,C,control,2011,-6.4,
GRC,C,control,2012,1.7,
GRC,C,control,2013,-6.9,
GRC,C,control,2014,-0.3,
GRC,C,control,2015,8.4,
GRC,C,control,2016,-9.5,
GRC,C,control,2017,5.3,
GRC,C,control,2018,1.9,
GRC,C,control,2019,-0.5,
GRC,C,control,2020,7.5,
GRC,C,control,2021,0.2,
GRC,C,control,2022,3.8,
GRC,C,control,2023,-0.1,p
GRC,C,control,2024,7.1,p
GRC,C,control,2025,4.4,p
GRC,F,control,2000,-0.5,
GRC,F,control,2001,6.8,
GRC,F,control,2002,-6.3,
GRC,F,control,2003,24.0,
GRC,F,control,2004,11.7,
GRC,F,control,2005,-25.1,
GRC,F,control,2006,45.9,
GRC,F,control,2007,-13.9,
GRC,F,control,2008,-23.3,
GRC,F,control,2009,0.6,
GRC,F,control,2010,-1.1,
GRC,F,control,2011,-13.3,
GRC,F,control,2012,-10.5,
GRC,F,control,2013,11.2,
GRC,F,control,2014,-23.0,
GRC,F,control,2015,17.2,
GRC,F,control,2016,-2.3,
GRC,F,control,2017,-30.0,
GRC,F,control,2018,14.5,
GRC,F,control,2019,11.3,
GRC,F,control,2020,-2.7,
GRC,F,control,2021,31.6,
GRC,F,control,2022,2.8,
GRC,F,control,2023,4.3,p
GRC,F,control,2024,-0.4,p
GRC,F,control,2025,7.0,p
GRC,G-I,control,2000,9.5,
GRC,G-I,control,2001,0.6,
GRC,G-I,control,2002,4.6,
GRC,G-I,control,2003,8.0,
GRC,G-I,control,2004,6.8,
GRC,G-I,control,2005,1.9,
GRC,G-I,control,2006,-1.0,
GRC,G-I,control,2007,5.8,
GRC,G-I,control,2008,4.1,
GRC,G-I,control,2009,-7.5,
GRC,G-I,control,2010,-0.1,
GRC,G-I,control,2011,-8.2,
GRC,G-I,control,2012,-5.7,
GRC,G-I,control,2013,-0.9,
GRC,G-I,control,2014,-1.1,
GRC,G-I,control,2015,-2.4,
GRC,G-I,control,2016,-9.6,
GRC,G-I,control,2017,7.0,
GRC,G-I,control,2018,-3.4,
GRC,G-I,control,2019,-5.7,
GRC,G-I,control,2020,-2.0,
GRC,G-I,control,2021,-5.1,
GRC,G-I,control,2022,-1.8,
GRC,G-I,control,2023,0.3,p
GRC,G-I,control,2024,0.1,p
GRC,G-I,control,2025,-1.0,p
GRC,J,exposed,2000,12.0,
GRC,J,exposed,2001,1.5,
GRC,J,exposed,2002,2.1,
GRC,J,exposed,2003,4.3,
GRC,J,exposed,2004,8.1,
GRC,J,exposed,2005,0.6,
GRC,J,exposed,2006,16.5,
GRC,J,exposed,2007,2.3,
GRC,J,exposed,2008,2.2,
GRC,J,exposed,2009,2.1,
GRC,J,exposed,2010,-0.2,
GRC,J,exposed,2011,-3.9,
GRC,J,exposed,2012,-7.7,
GRC,J,exposed,2013,-0.2,
GRC,J,exposed,2014,-17.0,
GRC,J,exposed,2015,7.5,
GRC,J,exposed,2016,-0.6,
GRC,J,exposed,2017,2.2,
GRC,J,exposed,2018,-13.8,
GRC,J,exposed,2019,2.4,
GRC,J,exposed,2020,15.5,
GRC,J,exposed,2021,-3.9,
GRC,J,exposed,2022,10.1,
GRC,J,exposed,2023,-9.5,p
GRC,J,exposed,2024,13.1,p
GRC,J,exposed,2025,0.6,p
GRC,K,exposed,2000,-20.1,
GRC,K,exposed,2001,-7.5,
GRC,K,exposed,2002,7.3,
GRC,K,exposed,2003,-2.0,
GRC,K,exposed,2004,15.2,
GRC,K,exposed,2005,-4.4,
GRC,K,exposed,2006,2.9,
GRC,K,exposed,2007,7.5,
GRC,K,exposed,2008,9.5,
GRC,K,exposed,2009,6.8,
GRC,K,exposed,2010,-0.7,
GRC,K,exposed,2011,-7.4,
GRC,K,exposed,2012,-30.7,
GRC,K,exposed,2013,17.9,
GRC,K,exposed,2014,33.1,
GRC,K,exposed,2015,-3.6,
GRC,K,exposed,2016,11.5,
GRC,K,exposed,2017,7.3,
GRC,K,exposed,2018,-14.9,
GRC,K,exposed,2019,1.1,
GRC,K,exposed,2020,6.3,
GRC,K,exposed,2021,2.8,
GRC,K,exposed,2022,-8.4,
GRC,K,exposed,2023,13.4,p
GRC,K,exposed,2024,-4.9,p
GRC,K,exposed,2025,-1.6,p
GRC,M,exposed,2000,-5.5,
GRC,M,exposed,2001,-3.5,
GRC,M,exposed,2002,1.1,
GRC,M,exposed,2003,0.2,
GRC,M,exposed,2004,-3.7,
GRC,M,exposed,2005,-8.9,
GRC,M,exposed,2006,7.1,
GRC,M,exposed,2007,8.0,
GRC,M,exposed,2008,-5.0,
GRC,M,exposed,2009,-7.8,
GRC,M,exposed,2010,-17.9,
GRC,M,exposed,2011,-14.6,
GRC,M,exposed,2012,-12.2,
GRC,M,exposed,2013,-4.5,
GRC,M,exposed,2014,-16.7,
GRC,M,exposed,2015,8.0,
GRC,M,exposed,2016,-1.8,
GRC,M,exposed,2017,7.9,
GRC,M,exposed,2018,-9.5,
GRC,M,exposed,2019,14.0,
GRC,M,exposed,2020,5.3,
GRC,M,exposed,2021,5.6,
GRC,M,exposed,2022,9.7,
GRC,M,exposed,2023,4.0,p
GRC,M,exposed,2024,-8.4,p
HRV,C,control,2000,3.7,
HRV,C,control,2001,3.5,
HRV,C,control,2002,3.9,
HRV,C,control,2003,4.0,
HRV,C,control,2004,4.4,
HRV,C,control,2005,3.8,
HRV,C,control,2006,2.0,
HRV,C,control,2007,3.7,
HRV,C,control,2008,0.0,
HRV,C,control,2009,-5.5,
HRV,C,control,2010,1.9,
HRV,C,control,2011,0.8,
HRV,C,control,2012,-5.1,b
HRV,C,control,2013,3.5,
HRV,C,control,2014,0.3,
HRV,C,control,2015,7.6,
HRV,C,control,2016,3.9,
HRV,C,control,2017,3.0,
HRV,C,control,2018,-2.8,
HRV,C,control,2019,-1.9,
HRV,C,control,2020,-1.7,
HRV,C,control,2021,7.4,
HRV,C,control,2022,7.9,
HRV,C,control,2023,0.6,
HRV,C,control,2024,-2.0,p
HRV,C,control,2025,5.8,p
HRV,F,control,2000,0.4,
HRV,F,control,2001,8.1,
HRV,F,control,2002,-6.3,
HRV,F,control,2003,17.2,
HRV,F,control,2004,4.0,
HRV,F,control,2005,10.9,
HRV,F,control,2006,-0.4,
HRV,F,control,2007,-0.3,
HRV,F,control,2008,0.6,
HRV,F,control,2009,-5.6,
HRV,F,control,2010,-7.2,
HRV,F,control,2011,2.1,
HRV,F,control,2012,-9.4,b
HRV,F,control,2013,-1.0,
HRV,F,control,2014,-3.3,
HRV,F,control,2015,2.1,
HRV,F,control,2016,3.9,
HRV,F,control,2017,9.4,
HRV,F,control,2018,3.6,
HRV,F,control,2019,12.6,
HRV,F,control,2020,-2.0,
HRV,F,control,2021,9.2,
HRV,F,control,2022,4.2,
HRV,F,control,2023,10.1,
HRV,F,control,2024,8.9,p
HRV,F,control,2025,8.0,p
HRV,G-I,control,2000,4.8,
HRV,G-I,control,2001,11.6,
HRV,G-I,control,2002,10.4,
HRV,G-I,control,2003,8.9,
HRV,G-I,control,2004,-1.5,
HRV,G-I,control,2005,5.8,
HRV,G-I,control,2006,1.1,
HRV,G-I,control,2007,2.9,
HRV,G-I,control,2008,0.3,
HRV,G-I,control,2009,-8.4,
HRV,G-I,control,2010,5.0,
HRV,G-I,control,2011,8.9,
HRV,G-I,control,2012,-7.8,b
HRV,G-I,control,2013,5.8,
HRV,G-I,control,2014,-6.6,
HRV,G-I,control,2015,7.3,
HRV,G-I,control,2016,6.7,
HRV,G-I,control,2017,-1.7,
HRV,G-I,control,2018,8.9,
HRV,G-I,control,2019,3.2,
HRV,G-I,control,2020,-13.7,
HRV,G-I,control,2021,22.1,
HRV,G-I,control,2022,10.1,
HRV,G-I,control,2023,1.5,
HRV,G-I,control,2024,-0.8,p
HRV,G-I,control,2025,2.2,p
HRV,J,exposed,2000,8.0,
HRV,J,exposed,2001,6.0,
HRV,J,exposed,2002,5.1,
HRV,J,exposed,2003,2.2,
HRV,J,exposed,2004,12.4,
HRV,J,exposed,2005,5.4,
HRV,J,exposed,2006,1.2,
HRV,J,exposed,2007,3.9,
HRV,J,exposed,2008,-0.5,
HRV,J,exposed,2009,-9.5,
HRV,J,exposed,2010,-3.0,
HRV,J,exposed,2011,7.2,
HRV,J,exposed,2012,7.4,b
HRV,J,exposed,2013,-5.8,
HRV,J,exposed,2014,-7.4,
HRV,J,exposed,2015,-4.6,
HRV,J,exposed,2016,-12.9,
HRV,J,exposed,2017,21.0,
HRV,J,exposed,2018,-11.0,
HRV,J,exposed,2019,0.5,
HRV,J,exposed,2020,17.8,
HRV,J,exposed,2021,19.8,
HRV,J,exposed,2022,5.8,
HRV,J,exposed,2023,-8.5,
HRV,J,exposed,2024,-14.0,p
HRV,J,exposed,2025,0.9,p
HRV,K,exposed,2000,-6.7,
HRV,K,exposed,2001,4.1,
HRV,K,exposed,2002,2.8,
HRV,K,exposed,2003,5.3,
HRV,K,exposed,2004,-0.6,
HRV,K,exposed,2005,6.2,
HRV,K,exposed,2006,-2.0,
HRV,K,exposed,2007,1.9,
HRV,K,exposed,2008,-2.3,
HRV,K,exposed,2009,-1.2,
HRV,K,exposed,2010,6.8,
HRV,K,exposed,2011,-1.1,
HRV,K,exposed,2012,-9.4,b
HRV,K,exposed,2013,-5.4,
HRV,K,exposed,2014,12.5,
HRV,K,exposed,2015,0.2,
HRV,K,exposed,2016,4.1,
HRV,K,exposed,2017,-11.4,
HRV,K,exposed,2018,1.7,
HRV,K,exposed,2019,9.3,
HRV,K,exposed,2020,-19.9,
HRV,K,exposed,2021,32.9,
HRV,K,exposed,2022,4.3,
HRV,K,exposed,2023,12.1,
HRV,K,exposed,2024,-24.5,p
HRV,K,exposed,2025,8.8,p
HRV,M,exposed,2000,3.3,
HRV,M,exposed,2001,5.2,
HRV,M,exposed,2002,3.6,
HRV,M,exposed,2003,0.8,
HRV,M,exposed,2004,-2.8,
HRV,M,exposed,2005,0.8,
HRV,M,exposed,2006,-3.3,
HRV,M,exposed,2007,5.6,
HRV,M,exposed,2008,-2.0,
HRV,M,exposed,2009,-7.0,
HRV,M,exposed,2010,-11.3,
HRV,M,exposed,2011,2.4,
HRV,M,exposed,2012,-12.7,b
HRV,M,exposed,2013,-0.9,
HRV,M,exposed,2014,13.0,
HRV,M,exposed,2015,-7.0,
HRV,M,exposed,2016,-5.1,
HRV,M,exposed,2017,-0.7,
HRV,M,exposed,2018,5.7,
HRV,M,exposed,2019,3.9,
HRV,M,exposed,2020,0.7,
HRV,M,exposed,2021,7.4,
HRV,M,exposed,2022,5.4,
HRV,M,exposed,2023,-2.8,
HRV,M,exposed,2024,-5.5,p
HUN,C,control,2000,4.8,
HUN,C,control,2001,5.9,
HUN,C,control,2002,7.5,
HUN,C,control,2003,10.0,
HUN,C,control,2004,11.2,
HUN,C,control,2005,7.2,
HUN,C,control,2006,7.5,
HUN,C,control,2007,8.9,
HUN,C,control,2008,-1.1,
HUN,C,control,2009,-7.1,
HUN,C,control,2010,9.5,
HUN,C,control,2011,0.7,
HUN,C,control,2012,-3.8,
HUN,C,control,2013,0.4,
HUN,C,control,2014,4.7,
HUN,C,control,2015,8.7,
HUN,C,control,2016,-4.2,
HUN,C,control,2017,-0.9,
HUN,C,control,2018,0.3,
HUN,C,control,2019,1.8,
HUN,C,control,2020,2.0,
HUN,C,control,2021,1.4,
HUN,C,control,2022,1.9,
HUN,C,control,2023,-3.5,
HUN,C,control,2024,-2.4,
HUN,C,control,2025,-1.4,p
HUN,F,control,2000,11.9,
HUN,F,control,2001,9.2,
HUN,F,control,2002,11.9,
HUN,F,control,2003,-12.4,
HUN,F,control,2004,-1.8,
HUN,F,control,2005,12.7,
HUN,F,control,2006,-4.4,
HUN,F,control,2007,-10.7,
HUN,F,control,2008,-10.5,
HUN,F,control,2009,8.5,
HUN,F,control,2010,-2.7,
HUN,F,control,2011,4.3,
HUN,F,control,2012,-4.4,
HUN,F,control,2013,10.3,
HUN,F,control,2014,4.4,
HUN,F,control,2015,7.4,
HUN,F,control,2016,-19.9,
HUN,F,control,2017,10.4,
HUN,F,control,2018,6.2,
HUN,F,control,2019,6.3,
HUN,F,control,2020,-9.6,
HUN,F,control,2021,0.9,
HUN,F,control,2022,-0.8,
HUN,F,control,2023,-6.6,
HUN,F,control,2024,1.2,
HUN,F,control,2025,2.7,p
HUN,G-I,control,2000,4.3,
HUN,G-I,control,2001,2.4,
HUN,G-I,control,2002,7.8,
HUN,G-I,control,2003,4.0,
HUN,G-I,control,2004,1.8,
HUN,G-I,control,2005,7.4,
HUN,G-I,control,2006,6.8,
HUN,G-I,control,2007,0.7,
HUN,G-I,control,2008,1.1,
HUN,G-I,control,2009,-10.7,
HUN,G-I,control,2010,2.2,
HUN,G-I,control,2011,1.1,
HUN,G-I,control,2012,1.2,
HUN,G-I,control,2013,3.9,
HUN,G-I,control,2014,3.0,
HUN,G-I,control,2015,-0.1,
HUN,G-I,control,2016,-0.3,
HUN,G-I,control,2017,4.9,
HUN,G-I,control,2018,10.1,
HUN,G-I,control,2019,2.8,
HUN,G-I,control,2020,3.4,
HUN,G-I,control,2021,6.4,
HUN,G-I,control,2022,2.8,
HUN,G-I,control,2023,-1.7,
HUN,G-I,control,2024,1.3,
HUN,G-I,control,2025,0.6,p
HUN,J,exposed,2000,-4.6,
HUN,J,exposed,2001,-3.1,
HUN,J,exposed,2002,17.0,
HUN,J,exposed,2003,4.5,
HUN,J,exposed,2004,13.2,
HUN,J,exposed,2005,2.7,
HUN,J,exposed,2006,-7.0,
HUN,J,exposed,2007,6.9,
HUN,J,exposed,2008,-0.9,
HUN,J,exposed,2009,3.6,
HUN,J,exposed,2010,7.6,
HUN,J,exposed,2011,-1.8,
HUN,J,exposed,2012,2.7,
HUN,J,exposed,2013,-3.7,
HUN,J,exposed,2014,-3.4,
HUN,J,exposed,2015,-1.8,
HUN,J,exposed,2016,-1.5,
HUN,J,exposed,2017,4.3,
HUN,J,exposed,2018,7.2,
HUN,J,exposed,2019,5.6,
HUN,J,exposed,2020,1.2,
HUN,J,exposed,2021,9.2,
HUN,J,exposed,2022,3.6,
HUN,J,exposed,2023,9.4,
HUN,J,exposed,2024,-1.6,
HUN,J,exposed,2025,-1.1,p
HUN,K,exposed,2000,3.2,
HUN,K,exposed,2001,7.1,
HUN,K,exposed,2002,11.6,
HUN,K,exposed,2003,8.6,
HUN,K,exposed,2004,-3.1,
HUN,K,exposed,2005,2.9,
HUN,K,exposed,2006,-1.4,
HUN,K,exposed,2007,-0.8,
HUN,K,exposed,2008,-6.2,
HUN,K,exposed,2009,2.4,
HUN,K,exposed,2010,-5.2,
HUN,K,exposed,2011,-0.9,
HUN,K,exposed,2012,-5.7,
HUN,K,exposed,2013,8.7,
HUN,K,exposed,2014,1.3,
HUN,K,exposed,2015,6.0,
HUN,K,exposed,2016,1.9,
HUN,K,exposed,2017,-2.4,
HUN,K,exposed,2018,9.0,
HUN,K,exposed,2019,11.0,
HUN,K,exposed,2020,5.0,
HUN,K,exposed,2021,7.5,
HUN,K,exposed,2022,1.4,
HUN,K,exposed,2023,-4.9,
HUN,K,exposed,2024,7.1,
HUN,K,exposed,2025,-0.7,p
HUN,M,exposed,2000,-3.0,
HUN,M,exposed,2001,12.6,
HUN,M,exposed,2002,4.6,
HUN,M,exposed,2003,-9.7,
HUN,M,exposed,2004,-5.9,
HUN,M,exposed,2005,6.6,
HUN,M,exposed,2006,8.0,
HUN,M,exposed,2007,-2.0,
HUN,M,exposed,2008,-5.6,
HUN,M,exposed,2009,-6.9,
HUN,M,exposed,2010,16.1,
HUN,M,exposed,2011,1.9,
HUN,M,exposed,2012,11.9,
HUN,M,exposed,2013,-17.8,
HUN,M,exposed,2014,-14.9,
HUN,M,exposed,2015,0.2,
HUN,M,exposed,2016,-1.8,
HUN,M,exposed,2017,3.2,
HUN,M,exposed,2018,11.2,
HUN,M,exposed,2019,9.4,
HUN,M,exposed,2020,4.6,
HUN,M,exposed,2021,4.0,
HUN,M,exposed,2022,3.0,
HUN,M,exposed,2023,1.9,
HUN,M,exposed,2024,0.8,
IRL,C,control,2000,12.7,
IRL,C,control,2001,6.1,
IRL,C,control,2002,17.4,
IRL,C,control,2003,2.2,
IRL,C,control,2004,3.2,
IRL,C,control,2005,7.1,
IRL,C,control,2006,3.0,
IRL,C,control,2007,7.2,
IRL,C,control,2008,-4.4,
IRL,C,control,2009,11.5,
IRL,C,control,2010,10.7,
IRL,C,control,2011,4.3,
IRL,C,control,2012,-0.5,
IRL,C,control,2013,-8.8,
IRL,C,control,2014,10.0,
IRL,C,control,2015,75.2,
IRL,C,control,2016,-9.4,
IRL,C,control,2017,0.7,
IRL,C,control,2018,10.7,
IRL,C,control,2019,-0.7,
IRL,C,control,2020,24.0,
IRL,C,control,2021,15.4,
IRL,C,control,2022,14.8,
IRL,C,control,2023,-17.6,
IRL,C,control,2024,0.6,
IRL,C,control,2025,6.3,
IRL,F,control,2000,-8.6,
IRL,F,control,2001,-1.6,
IRL,F,control,2002,1.3,
IRL,F,control,2003,4.3,
IRL,F,control,2004,-0.4,
IRL,F,control,2005,-3.6,
IRL,F,control,2006,-5.6,
IRL,F,control,2007,-1.2,
IRL,F,control,2008,12.3,
IRL,F,control,2009,22.3,
IRL,F,control,2010,0.7,
IRL,F,control,2011,18.4,
IRL,F,control,2012,-14.1,
IRL,F,control,2013,12.2,
IRL,F,control,2014,-7.5,
